PC1,PC2,PC3,PC4,PC5,taxi_time
0.3067726971600301,0.5558068788997192,0.20142748985011194,-0.3437725521141008,-0.1347564785102532,0.7642378632524768
-0.15985066074972926,-0.004895477151241057,-0.10409114562117194,-0.09113624010431476,0.14936309821330157,0.4594899624728605
-0.06995819097837475,0.06838827243329937,0.15002777977364845,-0.33439194277577367,-0.113188317371929,0.6072764847308892
0.008685926171310365,-0.26192713219785724,0.44384650203421705,-0.16515556169761203,0.15651808481367824,0.7314277072255246
-0.08226071923976574,0.07613601889019972,-0.5354109538833851,0.052249693143986975,-0.02279741094995777,0.4594899624728605
0.9235943865082,0.30978277951324984,0.3478558871256734,-0.07103619975166808,0.037274889737425085,0.7664775227341716
-0.24564231140957005,-0.20216063054798578,-0.2221548118984908,0.18604355055937172,-0.09994046281042773,0.5238300062735797
-0.24281993422257214,-0.399056440499637,0.043154280829291736,0.0882477503333432,0.2170931254888214,0.5246570169096104
-0.668915201972043,0.00205033338110433,0.5326498301659299,-0.10890504386440081,0.15101568818831163,0.39082961227925783
0.10641410926617734,-0.40276299717977493,0.10203058469409976,0.2173410647825481,0.1568140519440299,0.7770751990377733
-0.014553205833877536,0.11313372499083363,-0.3648357437820993,0.1390643809149732,-0.05796456018304885,0.5050403785966951
0.5690189269925242,-0.09175599472181512,0.1437911466681132,0.13063032555903564,0.42914653255607327,0.7978911023896751
-0.21316881015683148,-0.42820017355802986,-0.37313102107721163,0.2597825012995385,-0.07284427733364829,0.6988428900347653
0.3646196165283533,0.014770876616521766,-0.11521687863225738,-0.02226820766289317,-0.01883229754088546,0.7084513675773653
0.08871372140359257,0.4400138989221022,-0.4487934762201311,-0.16233714770802732,0.3071449459909238,0.4304991071575039
-0.05032198981743863,-0.03430757817091662,0.44791207774479447,0.11352662249443257,0.16653858521255632,0.5823861140143584
0.7815799232714317,-0.23104098025241815,0.18375669365708558,0.17408209604869573,0.5126932113708836,0.7838228529305508
0.4782574452861975,0.29548669172963427,-0.25808759675220583,-0.3806580411818558,0.13907650175406958,0.7318449120602704
-0.3076065641568643,0.533258676047556,-0.4181892358212651,-0.33295203694204256,0.05690621547516467,0.2805119961513882
0.48926714893813494,-0.39901995294937576,-0.15319185917319278,0.2297207116207013,0.09776230632675699,0.812934711147437
0.10598140886682605,0.292770048697359,-0.15644018200727583,0.4230570609734796,-0.0021894350692661935,0.5454034796215235
0.2539354936998742,-0.14891189894746054,-0.06039985218535382,0.33189890779887543,0.12400042680431583,0.6494741294985692
-0.37480497960768944,0.08466979408966235,0.27946632446597675,0.00042241479458737796,0.1507709085305523,0.4715352244543833
0.15578052801651232,0.3440410874060177,-0.43253075645048494,-0.004017236716109762,-0.055702821647519996,0.6695823211923997
0.7382919864623602,0.22566921170069476,-0.11615412832128746,-0.5060414885807221,0.025855076418904818,0.7531732276807387
-0.3961743194938574,-0.22560943056171973,-0.27832920181180426,0.13581671728381195,-0.013990976514836911,0.3856483031868842
-0.328023440104468,-0.0988384317723151,-0.1776804707465932,0.10923951917034569,-0.06976126350431902,0.393387426699713
0.49252612493104253,-0.5388619850160052,0.46835239185400357,0.31846298219916824,-0.253910219511713,0.7763561019872414
0.3928366512292346,0.009635813663217696,-0.27176219976839366,-0.40222946724048925,-0.09435842512210163,0.6659770205129372
0.016111901107837223,0.284287170363681,0.26072998116055934,-0.11566778799838529,-0.00721017359056432,0.6633752946431106
-0.17894936792385152,0.08377810955579279,-0.18882622695818152,0.26740665144072073,-0.1520965673920339,0.43274429675747156
0.02308991555650386,-0.021799144441431384,-0.42014192220793584,-0.012545533640542561,0.31723842399430724,0.5415225149114733
-0.028603141733478,-0.16062196183660388,0.119181353631585,-0.2834707601118477,6.208188108358659e-05,0.6521974111287557
0.16073898986678015,-0.5750834619283712,-0.16220600335363422,-0.16369935900866683,0.1073876691887703,0.6680424404678991
-0.2731127654119154,-0.3933269257808624,-0.13966484877214602,0.1865108548963662,-0.13752485122705072,0.4532829359229357
-0.21100819350754152,0.2673900398776541,0.39559273643391735,0.22493341992936156,-0.009337539403089595,0.6208044551003691
0.14788605895356832,-0.36089351418136245,0.12300134273402108,0.073865840407916,0.06271809409852763,0.7359856758024501
0.04545266698943706,0.5096323869117324,-0.3527245434138686,0.06984393220171048,0.2608180925691528,0.5120084833059959
0.4545450588802692,-0.12479729575530679,-0.008890715571999941,-0.3770811310550102,0.13076179798511428,0.7911100766127914
-0.18898616517398414,0.5700585393688662,-0.27838976652509895,0.2103848271214438,-0.054371964810763174,0.4522359601258373
0.24588980884190892,0.06812367630785232,0.3615655146628274,-0.21753635896307189,-0.2264164753983581,0.7449010010775425
0.4040093082365387,0.47885126768412545,0.20290075788878603,-0.04080646390038589,-0.25477282121120637,0.6898789917981473
-0.5110538173259795,-0.19561441105261357,0.3903086832906353,-0.10409753385047804,0.12415437658498343,0.42250732812364267
-0.38439897084246816,0.44741764857993305,0.2809766189221844,0.18640398608706388,-0.16464109915901098,0.4764161545086953
