PC1,PC2,PC3,PC4,PC5,taxi_time
0.46647907471352335,0.4317768148848057,0.13085551788103078,-0.4947807694132025,0.20886391218226916,0.5688517643892822
0.22192221580142835,0.30737003689333586,0.35707131813652704,-0.16341566654643652,0.07255974379069763,0.4446430434254644
-0.20312728714340178,-0.31673711318496334,0.1440821246924069,-0.47507648825478993,0.005859795919998981,0.413947275114957
-0.1764790965632025,-0.1782733677429219,0.1896830930308504,-0.3243023425199517,-0.05749513751926366,0.41078249831229535
-0.5548025558049275,-0.12589015935802045,0.34933183037201543,-0.18250725572464238,0.12034869219849781,0.2680170620990672
0.3977897789952828,-0.7265129345388079,-0.033872439271786514,-0.09248594019283912,-0.15097467323206246,0.4571405216294388
0.20724011457475777,-0.032009289974713306,0.2840695341906001,-0.3248827490075742,0.3216354129595212,0.3603296910417498
0.06948636222839366,0.07874775809748508,-0.03452559726360638,0.32959043859235504,-0.10154452703398409,0.2897685320446814
-0.28317551628954146,-0.2607264226856636,0.11558456971290676,0.336338792382734,-0.09266816686200441,0.3004383460823645
-0.14364233923440806,-0.13334168534241497,0.5383230631226352,-0.33056123304960594,0.13335907084310716,0.4434402715638642
0.07554453705883091,-0.5749597627708328,-0.17507813609012446,-0.17485172570938357,0.09363849055500303,0.41706331945295494
-0.13492193088506998,-0.29038571517987455,0.2027834539925255,-0.19703580871902227,-0.09085215248095996,0.5261950157703926
0.14484574892596158,-0.37110594013728676,-0.009239397958974216,0.526626197845923,-0.08859596584009719,0.3452278036192097
-0.4465616038030857,0.04750520352642096,0.30266014405410346,-0.1568960760568779,0.10939481477290247,0.27086733133029206
0.7027707394634325,0.18019479165753582,0.3583768091477697,0.13414725288175844,-0.24604375070692783,0.5346322320470266
0.3713191009176321,0.19038047429337035,0.16846278212280108,-0.433939741789285,-0.017886051374561535,0.5015064252908581
-0.11213019977673111,-0.19704319193642333,-0.36055030439492564,-0.14269458915510935,0.210002075037514,0.26071064503430647
0.28338025294785596,0.3505840380336853,-0.29290630920712635,-0.06734328726936933,0.17944063480692798,0.2818831538191613
0.12391697602926255,-0.3254033370850476,-0.10618927711523785,0.05793584876034408,0.014886597449711964,0.4231550567796522
-0.1258559420169133,0.23771148903709804,0.028441673515652188,0.40914108142130257,-0.0848013898640621,0.3207791329580932
0.0861482679622908,-0.49850187411332253,0.26258509660718876,0.05676298811760905,-0.05161266076513865,0.473381782151111
-0.03307848033672811,-0.507949326206975,0.1853758789396862,-0.013488548313341675,-0.03747412447159165,0.4254754104401618
-0.4148362830871058,0.04510328901721916,0.3440111997700783,0.11320945246908076,-0.24355197778023716,0.4187739447699219
0.5546066697657649,0.04524121223264338,-0.13367134585427864,0.2956827431372746,-0.522464779286616,0.5084046620368359
-0.02547073541849365,-0.6038907734368486,-0.1872856692216397,-0.17820045739641666,0.12241121412856615,0.496232004674859
-0.19046889029070624,-0.25693155906607096,-0.20712400034912415,0.03875148090023839,-0.336079616952898,0.46944202559615716
-0.015832659558000062,0.61918028541925,-0.23199405274999085,0.07161894870181484,0.3442296835537739,0.2276472440743443
-0.7489644827306658,0.37531354815828255,0.14652811654538456,-0.17578736056415084,-0.006148508350296858,0.03689564222570937
0.16083635174400168,-0.1194408010023032,0.3315652108833975,-0.07876445927471243,-0.14655035628227267,0.4446430434254644
-0.25032747306096476,0.5643582924537787,-0.5256800403918567,-0.13483446073091682,-0.02938444473633775,0.1583265899914511
-0.6543262368265175,0.6573289354253374,0.047143075526876466,-0.28677572639748405,-0.05185067345694286,0.0602306104676787
-0.38689866445262966,-0.3078301911250425,0.07885124145026168,-0.23860842822299805,0.15754436045750098,0.2736780122071115
-0.5301957984810768,0.4664084886570061,0.428952248369459,0.053772197659080145,-0.0009007601200505672,0.24844229676029547
-0.1053969079816034,-0.5007136222675724,-0.13482280703153626,0.20527423173436166,-0.23426679353735838,0.6237968173441
-0.16257729766808682,0.5671731695443631,-0.17946183598878662,0.04774463676494367,-0.11357082372983338,0.2515798134066572
-0.2734585250475745,-0.019721748019641938,-0.22187624896838054,0.20250175129429737,-0.20337865340223374,0.218691545101491
-0.020012654741600966,-0.2524248135522525,-0.19496911375813542,-0.2428265103907395,-0.034320401949372054,0.5371152787821724
-0.1610825270647983,-0.375031816884999,-0.20285185993607058,-0.19677194671352016,0.16734057322487594,0.4028313917629799
-0.8175559592860805,-0.03991097486131673,0.1313739595779979,-0.07560196639622258,-0.08621475990418764,0.17261716835526195
0.4035050284938605,0.3974425168702551,-0.07395770149472303,-0.48168800751866714,-0.3079179402943715,0.4879323037362597
-0.13463504053985142,-0.1595600239187394,-0.40557947282139867,0.17533067974325023,-0.03711859403715609,0.26071064503430647
-0.7806552852582036,-0.17244484696478005,-0.4135371858410096,-0.4311084323816923,0.05023789277782098,0.0
